col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,target
3062,43,0,45,5,4,12,2,0,945,3,0
3063,60,0,40,12,0,9,2,1,946,15,1
3064,50,1,25,23,3,26,0,0,620,18,1
3065,50,1,11,3,2,12,0,2,529,2,1
3066,53,1,53,9,9,11,1,1,724,23,1
3067,56,0,44,21,9,24,0,0,427,21,1
3068,56,1,34,15,5,28,2,2,992,12,1
3069,21,1,38,16,0,0,1,0,700,22,0
3070,22,0,32,10,10,5,0,2,240,18,1
3071,43,0,4,19,4,27,0,0,851,6,1
3072,43,1,18,18,3,14,0,1,545,2,0
3073,40,1,47,3,1,7,1,0,837,10,0
3074,39,1,14,26,9,2,2,1,512,3,1
3075,64,0,33,21,10,16,0,1,239,21,1
3076,36,1,57,25,3,3,1,0,974,24,0
3077,40,0,2,27,0,15,2,1,565,8,0
3078,48,1,21,21,1,10,1,1,613,6,0
3079,18,1,45,27,4,21,1,0,222,12,1
3080,64,0,12,5,6,11,0,0,625,5,1
3081,47,0,8,12,8,3,1,0,297,16,1
3082,61,0,9,19,8,5,2,2,105,16,1
3083,43,1,12,8,10,10,2,0,875,21,1
3084,40,1,31,20,0,20,2,0,750,14,0
3085,38,0,41,30,6,30,1,0,468,20,1
3086,25,1,58,1,0,6,1,1,459,29,1
3087,26,0,39,3,0,12,2,0,837,8,0
3088,46,0,56,15,3,11,2,0,554,5,0
3089,20,0,28,20,9,23,1,0,434,16,1
3090,32,1,54,2,2,5,1,1,971,25,0
3091,33,1,51,23,4,21,0,0,995,28,1
3092,23,0,14,26,0,15,0,0,906,10,0
3093,24,0,55,29,2,13,1,0,882,13,0
3094,46,1,15,30,3,7,2,1,564,14,0
3095,35,0,12,19,4,20,1,2,403,10,1
3096,33,1,44,7,0,19,1,0,931,23,0
3097,34,1,38,5,6,1,2,1,684,6,1
3098,35,1,3,22,0,25,0,2,938,10,1
3099,40,0,57,7,3,11,1,0,506,15,0
3100,62,1,48,25,4,20,2,2,782,5,1
3101,57,0,51,25,3,28,2,0,611,18,1
3102,35,0,28,14,9,26,1,0,223,28,1
3103,32,0,15,21,2,1,0,0,717,8,0
3104,50,0,45,21,0,12,2,1,982,14,0
3105,48,1,41,17,0,20,2,1,977,20,0
3106,20,1,8,5,2,28,1,0,291,28,1
3107,39,0,20,11,3,29,0,1,193,15,1
3108,54,1,9,8,7,11,2,1,379,27,1
3109,33,0,56,18,0,3,2,0,674,12,0
3110,42,1,17,15,0,1,0,0,603,20,0
3111,27,0,55,26,2,5,1,1,770,1,0
3112,19,0,49,19,2,11,0,0,106,15,1
3113,47,1,49,14,3,11,0,0,691,1,0
3114,54,0,32,19,2,3,0,0,709,22,1
3115,59,0,42,23,0,0,2,2,926,3,1
3116,33,1,49,6,1,17,0,0,901,16,0
3117,43,0,56,2,0,23,1,2,617,27,1
3118,44,1,54,4,2,14,0,0,808,13,0
3119,27,1,52,11,1,5,0,0,820,12,0
3120,24,1,59,19,0,20,0,1,698,22,0
3121,38,1,37,21,1,20,2,1,880,24,0
3122,32,0,35,30,1,4,2,1,636,14,0
3123,54,0,22,9,2,16,1,0,984,28,1
3124,20,1,11,22,2,17,0,1,507,15,0
3125,34,0,57,25,1,19,0,2,271,9,1
3126,24,0,55,21,6,20,1,1,788,11,1
3127,35,1,26,2,3,9,2,0,782,7,0
3128,19,1,33,4,8,4,1,2,398,20,1
3129,22,0,45,27,0,27,1,1,216,2,1
3130,65,1,43,2,9,29,0,2,557,11,1
3131,47,0,36,3,7,14,0,2,933,24,1
3132,59,1,57,2,1,23,2,0,234,3,1
3133,62,0,60,19,8,30,1,2,599,16,1
3134,29,1,58,6,1,14,0,0,920,2,0
3135,39,1,5,14,8,9,0,0,781,2,1
3136,49,0,37,29,1,24,1,1,174,27,1
3137,34,0,44,24,4,16,2,0,992,8,1
3138,37,1,11,8,4,7,2,0,528,12,1
3139,43,1,43,20,9,11,0,1,660,4,1
3140,61,1,31,7,5,6,2,2,892,7,1
3141,33,1,41,2,3,27,0,1,942,18,1
3142,48,1,25,9,4,19,1,1,952,6,0
3143,19,1,50,17,7,3,2,1,780,2,1
3144,25,1,58,7,1,19,0,0,638,5,0
3145,46,1,59,24,8,26,1,1,139,5,1
3146,52,0,59,27,5,6,0,0,827,15,1
3147,23,1,47,23,9,16,2,0,409,11,1
3148,40,0,11,30,2,19,1,1,869,7,0
3149,43,0,50,28,5,16,2,1,454,4,1
3150,32,1,31,16,2,28,2,0,957,9,1
3151,42,1,17,20,1,1,0,0,956,8,0
3152,48,0,59,16,1,5,2,1,861,10,0
3153,50,1,5,4,4,14,2,0,990,15,0
3154,50,1,6,17,1,10,1,1,741,28,0
3155,47,1,38,6,0,4,1,1,393,1,1
3156,27,0,2,15,8,2,1,1,610,2,1
3157,36,1,50,22,3,16,0,2,542,15,1
3158,40,0,54,8,4,1,0,0,642,11,0
3159,37,1,56,4,3,18,2,2,989,12,1
3160,36,0,3,24,9,5,1,2,495,2,1
3161,30,0,6,10,6,11,1,2,146,23,1
3162,34,1,32,16,2,21,2,1,970,4,1
3163,34,1,5,13,5,29,1,2,659,28,1
3164,59,1,12,21,9,3,0,0,214,11,1
3165,36,1,50,22,3,14,1,1,960,15,0
3166,33,1,41,7,2,8,2,0,901,5,0
3167,21,1,40,13,1,10,1,0,863,24,0
3168,34,0,3,27,3,13,2,1,784,15,0
3169,38,1,7,26,7,9,0,0,794,3,1
3170,24,1,28,30,0,7,2,0,989,3,0
3171,34,1,47,11,1,15,2,0,867,16,0
3172,51,1,7,13,5,2,2,0,537,22,1
3173,20,0,57,29,1,15,1,1,770,8,0
3174,37,1,28,13,0,20,0,0,842,16,0
3175,18,0,43,1,4,21,2,0,748,20,1
3176,45,0,5,13,9,24,2,0,363,4,1
3177,60,0,3,2,10,2,0,0,660,12,1
3178,52,1,57,29,8,0,1,1,953,15,1
3179,26,0,59,29,10,4,2,2,943,19,1
3180,32,0,43,24,2,0,2,1,687,1,0
3181,45,1,59,7,4,12,2,0,567,22,0
3182,44,0,37,1,0,14,0,1,803,13,0
3183,55,0,32,3,0,9,0,0,499,23,1
3184,31,1,59,21,3,1,2,1,977,18,0
3185,39,0,7,16,8,13,2,0,608,10,1
3186,53,1,52,29,1,1,1,1,411,14,1
3187,38,0,7,10,1,6,0,1,825,13,0
3188,38,1,4,28,2,15,0,2,657,6,1
3189,30,0,10,10,1,13,0,1,983,9,0
3190,55,1,20,21,6,15,0,2,952,17,1
3191,61,0,29,7,3,11,2,1,684,17,1
3192,36,0,27,10,0,13,1,1,591,13,0
3193,27,1,54,25,0,4,0,1,680,18,0
3194,20,0,42,29,1,7,0,0,905,11,0
3195,52,0,24,29,5,9,0,0,632,12,1
3196,51,1,27,30,4,14,2,2,958,19,1
3197,24,1,60,30,0,2,0,1,622,2,0
3198,62,1,41,27,3,8,2,1,274,4,1
3199,45,0,13,21,7,7,2,0,480,15,1
3200,56,1,16,1,10,24,2,2,381,5,1
3201,27,1,6,21,2,18,0,2,262,3,1
3202,25,0,47,11,7,3,2,0,477,28,1
3203,30,1,46,28,2,18,0,0,756,10,0
3204,52,1,48,3,10,5,2,2,342,29,1
3205,64,0,50,29,4,4,1,2,993,1,1
3206,25,1,38,10,9,13,2,2,420,12,1
3207,40,1,53,7,1,11,1,0,864,12,0
3208,41,1,12,27,3,5,1,1,580,22,0
3209,62,0,11,4,10,26,1,0,111,18,1
3210,36,0,54,12,3,10,1,1,800,1,0
3211,28,1,19,14,6,3,1,1,408,11,1
3212,33,1,58,4,1,1,1,1,704,21,0
3213,47,1,16,17,0,10,1,0,941,15,0
3214,42,0,23,19,10,14,2,1,699,2,1
3215,24,1,58,15,2,4,1,0,720,1,0
3216,29,0,57,2,0,3,1,0,673,12,0
3217,35,1,35,10,1,11,0,1,837,21,0
3218,36,0,41,9,8,11,0,2,221,10,1
3219,25,0,44,8,8,27,2,1,375,3,1
3220,26,0,19,23,7,27,2,1,345,17,1
3221,48,1,36,18,3,13,1,0,286,9,1
3222,49,1,53,6,0,17,0,0,603,8,0
3223,45,1,12,23,2,25,1,1,276,21,1
3224,27,0,48,5,0,5,2,0,798,11,0
3225,26,1,30,1,0,19,1,2,650,9,1
3226,51,1,37,30,2,20,2,1,199,18,1
3227,29,0,26,4,2,7,1,1,301,28,1
3228,60,1,10,20,5,11,0,1,735,11,1
3229,31,1,43,17,8,7,2,1,719,22,1
3230,45,0,19,22,8,9,2,2,237,10,1
3231,39,0,31,8,3,18,1,1,801,15,0
3232,35,1,8,14,3,14,0,0,511,25,0
3233,37,1,4,7,4,6,0,0,447,25,1
3234,50,1,45,19,3,9,1,0,664,16,0
3235,32,1,15,25,2,9,2,1,557,5,0
3236,53,0,31,2,4,23,2,0,925,9,1
3237,26,1,1,17,1,13,2,0,830,17,0
3238,35,0,45,14,7,15,0,2,505,8,1
3239,59,1,47,20,6,9,0,1,155,9,1
3240,64,0,58,14,10,5,0,0,690,16,1
3241,31,0,8,29,1,26,0,0,911,11,1
3242,42,0,15,23,2,17,0,1,983,6,0
3243,26,0,5,5,3,7,0,0,702,3,1
3244,47,0,50,14,0,14,0,1,722,8,0
3245,23,1,17,25,2,14,1,0,532,17,0
3246,50,1,25,29,0,18,0,0,974,16,0
3247,20,1,12,17,2,0,0,0,628,14,0
3248,23,0,52,17,0,15,0,0,632,10,0
3249,50,0,40,2,2,8,1,1,855,15,0
3250,57,1,24,8,9,1,1,0,447,6,1
3251,42,0,55,2,5,26,0,2,629,1,1
3252,30,1,48,22,10,26,1,1,327,26,1
3253,31,0,40,16,3,9,2,1,949,13,0
3254,39,1,50,19,2,20,2,1,780,17,0
3255,33,1,33,9,3,5,1,0,847,20,0
3256,45,1,58,27,3,1,1,0,512,19,0
3257,28,1,6,23,2,6,0,0,896,4,0
3258,36,0,27,21,7,7,2,1,869,26,1
3259,40,0,35,15,5,21,1,2,419,20,1
3260,34,1,45,3,3,16,1,0,863,2,0
3261,42,1,44,8,1,3,2,0,642,12,0
3262,42,1,2,17,3,18,0,1,651,15,0
3263,40,0,33,28,3,24,0,1,323,16,1
3264,48,0,27,7,3,11,2,0,826,7,0
3265,32,0,7,30,0,10,1,0,997,3,0
3266,50,0,11,19,1,13,0,1,827,13,0
3267,50,1,40,17,0,11,2,1,913,22,0
3268,46,0,9,22,10,30,0,1,481,9,1
3269,21,1,50,18,2,18,1,1,984,5,0
3270,47,0,46,22,10,19,1,1,190,25,1
3271,50,1,50,14,3,7,1,1,757,8,0
3272,19,1,54,22,0,9,1,0,807,26,0
3273,64,1,23,21,2,27,2,2,664,4,1
3274,46,1,6,22,3,7,0,1,859,10,0
3275,55,1,2,26,1,15,0,1,695,1,1
3276,38,0,4,20,8,21,0,1,916,30,1
3277,38,1,22,27,2,9,1,1,557,27,0
3278,50,1,1,4,0,2,2,0,268,18,1
3279,35,0,33,6,7,3,0,0,269,10,1
3280,39,0,48,19,1,13,0,1,519,4,0
3281,33,1,28,10,4,0,0,0,858,16,1
3282,45,1,8,11,4,6,0,0,872,3,0
3283,33,0,39,14,2,6,2,2,713,21,1
3284,42,1,40,20,3,6,0,0,513,14,0
3285,39,1,45,26,1,6,0,1,551,17,0
3286,41,1,59,28,1,1,2,1,521,23,0
3287,40,0,15,2,3,22,0,1,201,14,1
3288,39,0,49,4,3,8,1,0,550,13,0
3289,62,0,48,27,0,22,0,2,812,22,1
3290,53,0,13,19,9,28,0,1,119,17,1
3291,50,1,47,21,2,21,1,1,714,29,1
3292,50,1,13,20,5,6,2,0,838,4,0
3293,33,0,8,10,0,13,2,1,657,12,0
3294,31,1,43,5,3,0,0,0,411,26,1
3295,46,1,53,29,6,16,1,2,617,25,1
3296,38,0,55,19,1,8,1,2,510,7,1
3297,28,1,28,6,3,28,1,1,686,19,1
3298,31,1,59,1,1,20,2,2,806,16,1
3299,47,1,28,1,2,14,0,0,633,14,0
3300,45,1,29,2,7,19,2,1,584,25,1
3301,42,1,45,26,6,22,1,2,286,23,1
3302,61,0,44,19,1,24,1,0,194,16,1
3303,37,1,45,19,8,17,0,2,299,19,1
3304,54,0,22,14,5,10,1,2,757,5,1
3305,39,0,55,8,8,13,2,0,930,13,1
3306,30,0,8,23,2,13,1,0,536,3,0
3307,61,1,54,10,4,7,0,0,328,8,1
3308,32,1,10,23,0,0,0,0,903,2,0
3309,45,1,41,29,3,13,1,0,889,29,0
3310,19,1,42,25,0,1,2,1,598,10,0
3311,50,1,33,5,10,3,1,1,753,4,1
3312,33,1,5,8,9,27,2,2,674,28,1
3313,26,1,46,2,10,10,2,1,638,21,1
3314,20,1,12,29,1,4,2,1,744,29,0
3315,45,0,47,19,0,3,2,1,538,6,0
3316,64,1,7,1,9,0,0,1,308,29,1
3317,21,1,47,27,2,0,2,1,926,22,0
3318,43,0,51,23,2,18,2,1,641,9,0
3319,29,0,43,20,2,1,0,0,841,2,0
3320,49,1,38,17,10,10,0,2,309,30,1
3321,23,1,10,1,9,17,2,2,234,15,1
3322,33,1,42,17,0,13,2,0,980,19,0
3323,20,1,33,2,2,0,0,1,594,26,0
3324,23,0,49,15,7,10,0,0,307,3,1
3325,24,0,9,18,4,29,0,1,291,21,1
3326,53,1,4,26,1,28,1,2,759,14,1
3327,28,1,2,24,8,17,2,0,383,22,1
3328,40,1,30,13,4,20,0,1,425,17,1
3329,30,0,39,25,3,5,2,1,817,1,0
3330,19,0,18,29,10,13,0,2,329,17,1
3331,53,0,60,9,8,29,0,2,332,1,1
3332,32,1,33,12,1,12,1,1,466,9,1
3333,35,1,38,7,0,11,0,1,638,4,0
3334,31,1,23,3,9,14,0,2,808,21,1
3335,64,1,31,9,2,22,0,2,445,22,1
3336,37,0,32,30,2,20,0,1,971,3,0
3337,63,1,3,9,10,19,2,1,902,25,1
3338,46,1,57,26,1,9,1,1,730,5,0
3339,47,1,45,24,2,10,0,1,776,2,0
3340,40,0,16,30,1,19,1,0,543,3,0
3341,39,0,22,17,6,10,1,2,295,14,1
3342,31,0,28,3,3,7,0,0,995,14,0
3343,35,1,12,23,1,20,2,0,549,10,0
3344,39,1,5,30,6,14,1,2,809,19,1
3345,35,1,20,7,10,10,0,2,649,10,1
3346,23,1,13,15,2,4,0,1,954,30,0
3347,48,1,34,18,4,1,0,0,454,18,1
3348,52,1,37,21,8,27,0,1,555,14,1
3349,23,1,20,7,5,11,0,0,334,1,1
3350,32,0,58,14,0,3,0,2,716,27,1
3351,47,0,28,11,4,6,2,1,750,1,0
3352,60,0,46,24,10,18,0,0,939,15,1
3353,33,0,45,13,2,3,0,0,527,6,0
3354,24,1,55,4,0,12,0,1,929,14,0
3355,59,1,56,28,6,2,0,2,907,7,1
3356,22,0,20,27,9,27,2,1,166,17,1
3357,22,0,38,12,9,24,1,1,872,2,1
3358,34,0,58,2,1,2,0,0,909,6,0
3359,42,1,41,13,0,2,2,0,517,22,0
3360,39,1,49,29,3,11,2,0,752,24,0
3361,60,0,4,16,0,5,0,1,112,3,1
3362,47,0,35,3,1,16,0,1,706,5,0
3363,19,0,15,17,4,6,1,1,646,25,1
3364,22,0,50,20,9,28,2,2,798,20,1
3365,56,1,43,30,8,3,1,2,447,2,1
3366,48,0,24,27,7,0,1,2,506,13,1
3367,65,1,7,19,6,25,1,1,598,21,1
3368,40,1,58,28,2,17,0,0,615,10,0
3369,60,0,47,26,10,18,0,1,386,21,1
3370,24,0,35,18,10,27,2,1,546,13,1
3371,35,1,1,12,7,20,0,1,411,12,1
3372,40,1,37,29,2,13,1,0,211,16,1
3373,46,0,7,8,4,6,0,1,545,10,0
3374,28,1,17,11,0,20,1,0,524,25,0
3375,30,1,41,27,9,26,0,2,515,9,1
3376,58,0,41,25,10,14,1,1,827,3,1
3377,25,0,30,2,2,5,2,0,752,9,0
3378,23,1,50,4,2,5,2,1,584,13,0
3379,48,1,44,21,7,0,1,0,195,27,1
3380,64,1,34,17,10,13,1,2,524,5,1
3381,19,0,4,16,6,4,2,1,933,1,1
3382,46,1,13,15,1,6,1,0,725,8,0
3383,31,1,25,8,0,1,2,0,779,6,0
3384,50,0,47,11,4,19,2,1,744,24,1
3385,60,0,19,25,0,28,0,0,200,23,1
3386,31,0,46,16,8,24,2,2,400,29,1
3387,23,0,1,10,7,5,1,0,373,4,1
3388,45,1,42,10,2,5,2,0,835,27,0
3389,42,1,5,10,10,7,1,2,935,17,1
3390,21,1,7,1,1,21,1,1,573,28,1
3391,38,0,30,1,7,6,1,0,506,19,1
3392,28,0,60,10,4,4,2,0,364,19,1
3393,46,1,60,23,5,12,1,0,558,8,1
3394,24,1,4,25,7,7,1,2,816,1,1
3395,26,1,35,1,3,23,2,1,451,19,1
3396,33,0,32,19,2,12,2,1,735,6,0
3397,39,1,10,9,7,12,2,1,697,28,1
3398,42,1,45,29,3,8,2,1,837,2,0
3399,62,0,41,28,2,13,2,2,428,29,1
3400,37,1,1,12,10,13,1,0,833,16,1
3401,27,0,37,12,5,7,2,1,235,4,1
3402,65,1,6,12,8,7,2,1,351,3,1
3403,26,0,27,22,8,16,0,0,218,14,1
3404,51,1,44,30,0,22,2,0,884,25,1
3405,20,1,10,2,10,11,1,1,913,20,1
3406,43,0,46,14,8,25,2,0,873,30,1
3407,33,0,1,22,7,4,1,0,891,24,1
3408,30,0,38,4,0,7,1,0,741,3,0
3409,32,1,44,28,4,10,1,2,233,4,1
3410,33,0,42,30,1,20,1,0,576,10,0
3411,20,0,43,16,8,15,1,1,301,4,1
3412,27,0,51,17,0,5,0,1,175,11,1
3413,36,0,12,29,7,7,2,2,871,30,1
3414,26,1,3,28,1,4,0,0,797,27,0
3415,21,1,22,13,1,12,2,0,722,20,0
3416,48,1,38,9,4,6,1,0,757,8,0
3417,44,1,11,29,1,9,1,0,868,11,0
3418,43,1,32,29,1,4,0,0,482,26,1
3419,40,1,57,20,3,5,2,0,794,27,0
3420,40,0,40,7,2,14,0,1,800,11,0
3421,55,0,49,25,9,21,2,2,964,6,1
3422,50,0,23,7,8,17,1,0,319,29,1
3423,45,0,50,19,7,25,2,0,960,29,1
3424,52,0,42,2,4,10,2,2,480,15,1
3425,32,1,3,22,5,10,2,0,899,27,1
3426,64,1,34,3,7,3,1,2,428,23,1
3427,45,0,41,12,4,7,1,0,721,10,0
3428,32,1,32,8,3,15,0,2,662,21,1
3429,42,1,11,19,2,10,1,1,736,11,0
3430,47,1,56,19,1,9,0,0,518,4,0
3431,20,0,38,13,2,4,1,1,663,2,0
3432,20,1,26,19,7,8,2,0,184,6,1
3433,45,1,40,4,6,21,1,1,422,20,1
3434,19,0,31,24,0,19,1,0,847,6,0
3435,61,1,51,9,10,26,1,1,387,10,1
3436,33,1,55,9,2,9,1,2,849,16,1
3437,47,0,59,13,7,0,0,1,199,7,1
3438,23,1,41,14,3,21,0,1,247,9,1
3439,43,0,30,15,3,18,1,1,693,3,0
3440,49,0,27,24,2,18,2,2,790,16,1
3441,37,0,35,26,2,12,0,1,212,10,1
3442,49,0,5,17,2,9,2,0,747,10,0
3443,46,1,40,28,0,16,0,1,839,12,0
3444,18,1,13,15,10,24,0,0,545,22,1
3445,58,1,19,5,10,25,0,2,540,8,1
3446,27,1,24,10,1,4,1,1,490,11,1
3447,29,1,48,19,2,17,2,1,526,17,0
3448,18,0,35,15,9,14,0,2,480,9,1
3449,37,1,47,16,3,1,0,0,588,15,0
3450,49,0,45,10,3,18,2,0,896,10,0
3451,20,0,28,22,0,18,1,0,860,12,0
3452,30,1,43,19,10,30,0,1,331,15,1
3453,19,1,24,7,5,5,2,0,205,30,1
3454,28,1,14,25,1,18,1,1,993,18,0
3455,36,0,16,29,5,17,2,2,947,29,1
3456,59,0,19,30,4,21,1,2,251,23,1
3457,58,1,9,26,10,24,2,2,191,13,1
3458,35,0,17,16,0,29,2,2,358,22,1
3459,35,1,36,6,5,16,0,1,351,8,1
3460,34,1,22,28,1,14,0,0,966,28,0
3461,20,1,13,14,3,1,0,2,946,3,1
3462,22,1,26,6,3,14,2,2,774,9,1
3463,46,1,2,3,4,3,0,0,800,2,0
3464,61,1,38,21,2,21,2,0,986,5,1
3465,43,0,13,20,5,14,0,1,696,14,1
3466,32,0,32,29,0,16,1,1,993,7,0
3467,40,1,15,15,8,14,1,1,739,11,1
3468,65,1,4,17,6,7,0,1,192,15,1
3469,32,1,7,7,0,2,0,1,765,4,0
3470,21,1,45,3,2,4,0,1,803,21,0
3471,18,0,58,19,0,19,0,0,681,1,0
3472,59,0,19,22,1,9,2,2,312,8,1
3473,42,1,31,2,4,19,0,0,759,19,0
3474,48,0,29,10,2,7,2,1,995,8,0
3475,23,1,16,28,0,4,0,1,967,22,0
3476,41,1,45,9,10,13,1,0,812,24,1
3477,39,1,2,16,10,28,2,0,450,11,1
3478,46,1,14,23,2,14,2,0,662,16,0
3479,32,1,57,1,0,15,1,1,618,19,0
3480,26,0,34,23,2,27,0,2,573,19,1
3481,40,0,30,15,2,16,0,0,885,3,0
3482,49,0,44,21,10,25,0,0,510,13,1
3483,62,0,15,30,9,21,2,1,278,17,1
3484,21,1,8,10,0,10,0,0,832,6,0
3485,25,1,35,6,5,22,0,1,153,17,1
3486,55,0,12,2,4,4,1,2,285,15,1
3487,47,0,58,24,2,0,2,1,798,12,0
3488,24,1,54,26,2,7,1,1,866,5,0
3489,23,0,40,17,2,1,0,0,752,13,0
3490,29,1,26,25,2,19,2,0,582,4,0
3491,44,1,30,7,1,17,2,0,620,21,0
3492,40,1,23,18,0,19,1,0,649,3,0
3493,39,0,51,14,3,0,2,1,748,10,0
3494,61,1,46,1,3,20,2,0,949,25,1
3495,34,1,32,6,3,7,0,1,510,12,0
3496,25,1,45,5,5,4,1,0,640,28,1
3497,42,1,23,28,3,13,2,0,941,17,0
3498,49,1,37,14,0,0,1,0,513,19,0
3499,40,0,3,14,2,13,0,1,756,8,0
3500,39,1,19,19,3,15,0,0,827,28,0
3501,60,1,34,10,7,10,1,1,160,14,1
3502,31,0,52,21,2,12,2,1,576,9,0
3503,36,0,5,10,0,4,2,1,542,12,0
3504,42,1,50,8,4,5,1,0,905,13,0
3505,19,1,13,6,4,18,0,2,780,19,1
3506,35,1,59,11,8,23,2,0,576,30,1
3507,18,1,58,2,0,1,2,0,643,15,0
3508,44,1,24,24,3,18,0,1,998,1,0
3509,59,1,1,9,7,6,0,2,539,27,1
3510,59,1,34,11,7,21,0,1,1000,7,1
3511,52,0,18,10,6,22,1,2,488,25,1
3512,54,1,26,6,8,9,2,1,495,12,1
3513,59,0,10,12,8,20,0,2,337,29,1
3514,27,1,6,17,0,3,2,0,630,13,0
3515,59,1,46,4,5,23,2,2,643,19,1
3516,39,1,19,13,0,5,1,1,578,15,0
3517,27,1,50,29,1,5,2,1,781,18,0
3518,38,0,27,23,3,13,0,1,665,12,0
3519,23,1,25,2,1,13,0,0,904,24,0
3520,34,0,15,9,8,1,0,1,183,15,1
3521,32,1,45,11,0,4,1,1,995,9,0
3522,19,0,46,20,3,28,0,2,967,25,1
3523,38,0,11,17,3,30,1,2,968,6,1
3524,27,0,3,14,7,18,2,0,919,25,1
3525,46,0,8,25,4,1,2,1,121,25,1
3526,50,1,56,18,5,12,1,0,717,14,0
3527,49,0,30,23,9,3,1,1,262,4,1
3528,41,1,41,11,5,13,1,2,287,28,1
3529,47,1,25,16,2,16,2,1,561,12,0
3530,65,1,36,17,8,18,2,0,938,20,1
3531,51,0,54,14,5,26,0,2,314,20,1
3532,20,0,11,12,2,15,2,0,740,6,0
3533,44,1,52,20,3,5,2,1,745,4,0
3534,30,0,42,11,0,5,2,0,863,19,1
3535,44,0,37,28,4,4,1,2,714,2,1
3536,53,1,28,20,2,24,2,0,517,14,1
3537,50,1,40,24,1,8,0,0,698,26,0
3538,31,0,42,29,0,3,2,0,641,11,0
3539,58,0,54,26,6,3,1,0,134,30,1
3540,49,0,55,17,3,8,2,0,548,8,0
3541,48,1,53,28,9,26,2,0,725,29,1
3542,42,1,12,30,4,13,2,0,903,9,0
3543,23,0,32,20,1,28,0,0,160,27,1
3544,38,0,59,15,10,9,2,1,930,5,1
3545,37,0,28,20,2,4,2,0,193,12,1
3546,21,1,10,7,2,17,2,1,673,23,0
3547,45,1,31,12,1,5,2,0,568,7,0
3548,24,0,46,19,3,22,1,0,811,2,1
3549,50,1,1,18,1,12,1,1,648,16,1
3550,38,1,28,16,2,20,0,1,248,3,1
3551,45,0,49,25,10,20,1,1,356,18,1
3552,48,0,1,4,2,16,0,0,715,5,0
3553,28,1,26,23,1,15,1,1,918,4,0
3554,42,1,55,24,1,12,1,0,655,10,0
3555,32,1,57,9,8,16,2,1,919,29,1
3556,22,0,17,27,2,20,1,1,525,3,0
3557,63,0,26,25,9,6,2,1,890,9,1
3558,42,0,37,20,0,1,2,0,741,1,0
3559,24,1,14,22,2,17,1,1,594,18,0
3560,36,1,33,21,3,8,0,1,760,6,0
3561,60,0,10,5,4,18,1,2,119,23,1
3562,48,1,60,10,2,4,1,1,752,28,0
3563,25,1,14,8,7,16,2,1,930,19,1
3564,53,1,13,9,6,3,1,1,200,8,1
3565,36,0,9,30,1,26,2,0,137,9,1
3566,45,0,25,15,7,25,0,2,701,29,1
3567,49,0,12,11,2,9,0,1,810,1,0
3568,41,0,18,29,4,7,0,2,160,30,1
3569,57,1,51,8,0,24,0,1,406,23,1
3570,46,0,10,14,1,19,1,1,803,14,0
3571,41,1,5,25,0,25,1,1,663,29,1
3572,52,1,40,29,8,29,0,1,781,20,1
3573,46,1,31,17,2,11,0,0,886,24,0
3574,57,1,8,28,7,25,1,2,546,13,1
3575,40,1,11,11,5,3,2,2,432,27,1
3576,48,1,57,4,0,10,2,1,701,13,0
3577,49,0,35,13,1,9,1,1,964,5,0
3578,45,0,60,16,0,28,0,1,349,22,1
3579,63,1,28,11,6,10,0,1,394,9,1
3580,35,0,7,27,2,20,0,2,382,29,1
3581,32,0,14,24,5,23,2,0,153,9,1
3582,24,0,37,30,1,17,0,1,987,1,0
3583,64,1,8,10,0,25,2,2,559,16,1
3584,23,0,60,25,6,7,1,0,361,14,1
3585,23,0,2,16,8,23,0,2,852,8,1
3586,41,1,35,7,3,10,0,1,849,5,0
3587,38,1,14,18,5,24,0,0,550,3,1
3588,38,0,17,15,1,17,1,0,910,3,0
3589,46,1,55,13,1,24,1,1,110,6,1
3590,36,1,50,21,1,17,0,1,530,30,0
3591,46,0,3,23,1,21,1,1,265,2,1
3592,36,0,10,8,3,10,0,1,919,15,0
3593,35,1,13,27,10,3,0,2,203,30,1
3594,62,1,48,3,8,13,0,1,617,17,1
3595,42,0,22,26,10,7,2,2,981,25,1
3596,24,0,19,2,2,12,0,1,776,15,1
3597,27,1,9,18,1,7,2,0,859,20,0
3598,45,1,26,10,2,0,2,0,952,23,0
3599,33,1,55,10,7,29,2,1,132,18,1
3600,21,1,10,3,0,6,2,1,605,3,0
3601,42,1,52,3,4,6,0,1,889,19,0
3602,55,1,50,14,2,21,1,2,765,23,1
3603,47,1,30,2,1,5,0,1,645,16,0
3604,48,1,30,23,3,4,1,1,801,29,0
3605,42,0,38,17,10,19,0,2,443,5,1
3606,45,1,49,18,0,13,1,1,842,7,0
3607,53,0,22,8,7,23,2,0,472,24,1
3608,25,1,35,26,6,17,2,0,539,10,1
3609,59,0,38,13,2,10,0,1,311,6,1
3610,36,1,46,16,2,16,2,1,871,7,0
3611,31,1,33,9,3,7,2,1,771,1,0
3612,42,1,51,2,1,11,2,0,754,25,0
3613,27,1,1,13,9,16,1,1,706,28,1
3614,52,1,49,6,7,5,0,0,121,29,1
3615,47,1,16,29,3,6,1,1,556,2,0
3616,29,0,50,8,2,17,1,0,735,13,0
3617,42,1,29,16,0,12,2,1,597,28,0
3618,37,1,57,22,3,5,1,0,643,30,0
3619,26,0,55,25,9,0,1,1,973,27,1
